Country,Year - Month,Event, DataCards, Deaths, Injured, Missing, Houses Destroyed, Houses Damaged, Directly affected, Indirectly Affected, Relocated, Evacuated
Malawi,2016/12,Stormy Rains,67,4,151,,,7171,7171,,,
Malawi,2016/12,Strong winds,15,,16,,,2086,2086,,,
Malawi,2017/01,Floods,9,,,,,378,378,,,
Malawi,2017/01,Stormy Rains,18,1,1,,,2352,2352,,,
Malawi,2017/02,Floods,1,,,,,176,176,,,
Malawi,2017/03,Floods,2,,,,,1580,1580,,,
Malawi,2017/10,Stormy Rains,10,1,,,,1966,1966,,,
Malawi,2017/10,Strong winds,2,,14,,,37,37,,,
Malawi,2017/11,HAILSTORM,6,,4,,,464,464,,,
Malawi,2017/11,Heavy rains and winds,15,,,,,531,531,,,
Malawi,2017/11,"Rains, Heavy winds",2,,,,,63,63,,,
Malawi,2017/11,Stormy Rains,35,1,8,,,1518,1518,,,
Malawi,2017/11,Strongs winds and heavy rains,2,,,,,52,52,,,
Malawi,2017/11,Strong winds,19,,,,,782,782,,,
Malawi,2017/12,Floods,2,,6,,,762,762,,,
Malawi,2017/12,HAILSTORM,8,,,,,141,141,,,
Malawi,2017/12,Heavy rains,27,,,,,366,366,,,
Malawi,2017/12,Stormy Rains,1,2,5,,,219,219,,,
Malawi,2017/12,Strong winds,5,,,,,535,535,,,
Malawi,2018/01,Flash Floods,3,,,,,226,226,,,
Malawi,2018/01,HAILSTORM,5,,2,,,190,190,,,
Malawi,2018/01,Heavy rains,12,,,,,182,182,,,
Malawi,2018/01,Heavy rains and strong winds,15,,4,,,749,749,,,
Malawi,2018/01,"Heavy rains, winds, Hailstorm",1,,,,,1067,1067,,,
Malawi,2018/01,Lightening,1,,,,,,,,,
Malawi,2018/01,Stormy Rains,19,,,,,1767,1767,,,
Malawi,2018/01,Strong winds,28,,,,,1394,1394,,,
Malawi,2018/02,Floods,50,,,,,984,984,,,
Malawi,2018/02,HAILSTORM,15,,,,,393,393,,,
Malawi,2018/02,Stormy Rains,5,,,,,99,99,,,
Malawi,2018/04,FIRE,1,,,,,,,,,
Malawi,2018/04,Floods,60,3,7,,,1256,1256,,,
Malawi,2018/04,HAILSTORM,1,,,,,30,30,,,
Malawi,2018/06,Heavy winds,1,4,52,,,,,,,
Malawi,2018/10,Armyworm,1,,,,,5672,5672,,,
,TOTAL,,1664,694,596,,,935868,935868,,,
